section,hscode,description,parent,level
IX,440712,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",4407,6
IX,440713,"Wood; coniferous species, of S-P-F (spruce (Picea spp.), pine (Pinus spp.) and fir (Abies spp.)), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",4407,6
IX,440714,"Wood; coniferous species, of Hem-fir (western hemlock (Tsuga heterophylla) and fir (Abies spp.))",4407,6
IX,440719,"Wood; coniferous species, other than of pine (Pinus spp.) or fir (Abies spp.) or spruce (Picea spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",4407,6
IX,440721,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, mahogany (Swietenia spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440722,"Wood, tropical; virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440723,"Wood, tropical; teak, sawn or chipped lengthwise, sliced or peeled, planed, square dressed, structural, thicker than 6mm",4407,6
IX,440725,"Wood, tropical; dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440726,"Wood, tropical; white lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440727,"Wood, tropical; sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440728,"Wood, tropical; iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440729,"Wood, tropical, n.e.c. in item no. 4407.2, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",4407,6
IX,440791,"Wood; oak (Quercus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440792,"Wood; beech (Fagus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440793,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440794,"Wood; cherry (Prunus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440795,"Wood; ash (Fraxinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",4407,6
IX,440796,"Wood; of birch (Betula spp.), sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed",4407,6
IX,440797,"Wood; of poplar and aspen (Populus spp.), sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed",4407,6
IX,440799,"Wood; sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed, n.e.c. in heading no. 4407",4407,6
IX,4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",44,4
IX,440810,"Wood; coniferous, sheets for veneering (including those obtained by slicing laminated wood), for plywood or similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, not over 6 mm thick",4408,6
IX,440831,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, dark red meranti, light red meranti, meranti bakau, sheets for veneer, plywood or other wood, sawn lengthwise, sliced or peeled, planed or not, sanded or end-jointed, not thicker than 6mm",4408,6
IX,440839,"Wood, of tropical wood; as in Subheading note 2 to this Chapter, n.e.c. in heading no. 4408.31, sheets for veneer or plywood, other wood sawn length wise, sliced or peeled, whether or not planed, sanded or end-jointed, not thicker than 6mm",4408,6
IX,440890,"Wood; n.e.c. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, not exceeding 6mm in thickness",4408,6
IX,4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",44,4
IX,440910,"Wood; coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",4409,6
IX,440921,"Wood; bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",4409,6
IX,440922,"Wood; tropical (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",4409,6
IX,440929,"Wood; non-coniferous, other than bamboo or tropical wood, (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",4409,6
IX,4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",44,4
IX,441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances",4410,6
IX,441012,"Oriented strand board (OSB) of wood, whether or not agglomerated with resins or other organic binding substances",4410,6
IX,441019,"Wafer board and similar board of wood n.e.c. in item no. 4410.1, whether or not agglomerated with resins or other organic binding substances",4410,6
IX,441090,"Particle board, oriented strand board (OSB) and similar board of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances",4410,6
IX,4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",44,4
IX,441112,"Medium density fibreboard (MDF), of a thickness not exceeding 5 mm",4411,6
IX,441113,"Medium density fibreboard (MDF), of a thickness exceeding 5 mm but not exceeding 9 mm",4411,6
IX,441114,"Medium density fibreboard (MDF), of a thickness exceeding 9 mm",4411,6
IX,441192,"Fibreboard (other than MDF) of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",4411,6
IX,441193,"Fibreboard (other than MDF) of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",4411,6
IX,441194,"Fibreboard (other than MDF) of a density not exceeding 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",4411,6
IX,4412,"Plywood, veneered panels and similar laminated wood",44,4
IX,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",4412,6
IX,441231,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of tropical wood",4412,6
IX,441233,"Plywood; with sheets of wood only; not bamboo; each ply 6mm or less, with at least one outer ply of alder, ash, beech, birch, cherry, chestnut, elm, eucalyptus, hickory, horse chestnut, lime, maple, oak, plane, poplar, aspen, robinia, tulipwood or walnut",4412,6
IX,441234,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of non-coniferous wood not listed in subheading 4412.33",4412,6
IX,441239,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with both outer plies of coniferous wood",4412,6
IX,441241,"Plywood, veneered panels and similar laminated wood; laminated veneered lumber (LVL); with at least one outer ply of tropical wood",4412,6
IX,441242,Laminated veneered lumber (LVL); with at least one outer ply of non-coniferous wood,4412,6
IX,441249,Laminated veneered lumber (LVL); with both outer plies of coniferous wood,4412,6
IX,441251,"Blockboard, laminboard and battenboard; with at least one outer layer of tropical wood",4412,6
IX,441252,"Blockboard, laminboard and battenboard; with at least one outer ply of non-coniferous wood, (not containing particle board)",4412,6
IX,441259,"Blockboard, laminboard and battenboard; with both outer plies of coniferous wood",4412,6
IX,441291,"Plywood; n.e.c. in heading 4412, with at least one outer ply of tropical wood",4412,6
IX,441292,"Plywood; n.e.c. in heading 4412, with at least one outer ply of non-coniferous wood",4412,6
IX,441299,"Plywood; n.e.c. in heading 4412, with both outer plies of coniferous wood",4412,6
IX,4413,"Densified wood, in blocks, plates, strips or profile shapes",44,4
IX,441300,"Wood; densified wood, in blocks, plates, strips or profile shapes",4413,6
IX,4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",44,4
IX,441410,"Wooden frames; for paintings, photographs, mirrors or similar objects; of tropical wood",4414,6
IX,441490,"Wooden frames; for paintings, photographs, mirrors or similar objects; not of tropical wood",4414,6
IX,4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",44,4
IX,441510,"Wood; cases, boxes, crates, drums, similar packings and cable-drums",4415,6
IX,441520,"Wood; pallets, box pallets and other load boards; pallet collars",4415,6
IX,4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",44,4
IX,441600,"Wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",4416,6
IX,4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",44,4
IX,441700,"Wood; tools, tool bodies, tool handles, broom or brush bodies and handles, boot and shoe lasts and trees, of wood",4417,6
IX,4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",44,4
IX,441811,"Wood; windows, French-windows and their frames; of tropical wood",4418,6
IX,441819,"Wood; windows, French-windows and their frames; (of other than tropical wood)",4418,6
IX,441821,"Wood; doors and their frames and thresholds, of tropical wood;",4418,6
